Agency,State,State_id
Jerseyville Police Department,Illinois,14
Johnsburg Police Department,Illinois,14
Johnston City Police Department,Illinois,14
Joliet Police Department [9],Illinois,14
Jonesboro Police Department,Illinois,14
Justice Police Department,Illinois,14
Kankakee Police Department,Illinois,14
Kansas Police Department,Illinois,14
Karnak Police Department,Illinois,14
Keithsburg Police Department,Illinois,14
Kenilworth Police Department,Illinois,14
Kewanee Police Department,Illinois,14
Kildeer Police Department,Illinois,14
Kincaid Police Department,Illinois,14
Kingston Police Department,Illinois,14
Kinmundy Police Department,Illinois,14
Kirkland Police Department,Illinois,14
Knoxville Police Department,Illinois,14
La Grange Park Police Department,Illinois,14
La Grange Police Department,Illinois,14
La Harpe Police Department,Illinois,14
La Salle Police Department,Illinois,14
Lacon Police Department,Illinois,14
Ladd Police Department,Illinois,14
Lake Bluff Police Department,Illinois,14
Lake Forest Police Department,Illinois,14
Lake in the Hills Police Department,Illinois,14
Lake Zurich Police Department,Illinois,14
Lakemoor Police Department [10],Illinois,14
Lanark Police Department,Illinois,14
Lansing Police Department,Illinois,14
Lawrenceville Police Department,Illinois,14
Lebanon Police Department,Illinois,14
Leland Police Department,Illinois,14
Lemont Police Department,Illinois,14
Lena Police Department,Illinois,14
Lenzburg Police Department,Illinois,14
LeRoy Police Department,Illinois,14
Lewistown Police Department,Illinois,14
Lexington Police Department,Illinois,14
Libertyville Police Department,Illinois,14
Lincoln Police Department,Illinois,14
Lincolnshire Police Department,Illinois,14
Lincolnwood Police Department,Illinois,14
Lindenhurst Police Department,Illinois,14
Lisle Police Department,Illinois,14
Litchfield Police Department,Illinois,14
Livingston Police Department,Illinois,14
Lockport Police Department,Illinois,14
Lombard Police Department,Illinois,14
Loves Park Police Department,Illinois,14
Lovington Police Department,Illinois,14
Ludlow Police Department,Illinois,14
Lyndon Police Department,Illinois,14
Lyons Police Department,Illinois,14
Mackinaw Police Department,Illinois,14
Macomb Police Department,Illinois,14
Madison Police Department,Illinois,14
Mahomet Police Department,Illinois,14
Malta Police Department,Illinois,14
Manhattan Police Department,Illinois,14
Manito Police Department,Illinois,14
Mansfield Police Department,Illinois,14
Manteno Police Department,Illinois,14
Marengo Police Department,Illinois,14
Marion Police Department,Illinois,14
Marissa Police Department,Illinois,14
Markham Police Department,Illinois,14
Maroa Police Department,Illinois,14
Marseilles Police Department,Illinois,14
Marshall Police Department,Illinois,14
Martinsville Police Department,Illinois,14
Maryville Police Department,Illinois,14
Mascoutah Police Department,Illinois,14
Mason City Police Department,Illinois,14
Matteson Police Department,Illinois,14
Mattoon Police Department,Illinois,14
Maywood Police Department,Illinois,14
McCook Police Department,Illinois,14
McCullom Lake Police Department,Illinois,14
McHenry Police Department,Illinois,14
McLeansboro Police Department,Illinois,14
Melrose Park Police Department [11],Illinois,14
Mendota Police Department,Illinois,14
Meredosia Police Department,Illinois,14
Merrionette Park Police Department,Illinois,14
Metamora Police Department,Illinois,14
Metropolis Police Department,Illinois,14
Midlothian Police Department,Illinois,14
Milan Police Department,Illinois,14
Milford Police Department,Illinois,14
Milledgeville Police Department,Illinois,14
Millstadt Police Department,Illinois,14
Minier-Armington Police Department,Illinois,14
Minonk Police Department,Illinois,14
Minooka Police Department,Illinois,14
Mokena Police Department,Illinois,14
Moline Police Department,Illinois,14
Momence Police Department,Illinois,14
Monee Police Department,Illinois,14
Montgomery Police Department,Illinois,14
Monticello Police Department,Illinois,14
Morris Police Department,Illinois,14
Morrison Police Department,Illinois,14
Morrisonville Police Department,Illinois,14
Morton Grove Police Department,Illinois,14
Morton Police Department,Illinois,14
Mound City Police Department,Illinois,14
Mounds Police Department,Illinois,14
Mount Carmel Police Department,Illinois,14
Mount Carroll Police Department,Illinois,14
Mount Morris Police Department,Illinois,14
Mount Olive Police Department,Illinois,14
Mount Prospect Police Department,Illinois,14
Mount Pulaski Police Department,Illinois,14
Mount Sterling Police Department,Illinois,14
Mount Vernon Police Department,Illinois,14
Mount Zion Police Department,Illinois,14
Moweaqua Police Department,Illinois,14
Mundelein Police Department,Illinois,14
Murphysboro Police Department,Illinois,14
Naperville Police Department,Illinois,14
Nashville Police Department,Illinois,14
Nauvoo Police Department,Illinois,14
Neoga Police Department,Illinois,14
New Athens Police Department,Illinois,14
New Baden Police Department,Illinois,14
New Berlin Police Department,Illinois,14
New Lenox Police Department,Illinois,14
Newman Police Department,Illinois,14
Newton Police Department,Illinois,14
Niles Police Department,Illinois,14
Nokomis Police Department,Illinois,14
Normal Police Department,Illinois,14
Norridge Police Department,Illinois,14
Norris City Police Department,Illinois,14
North Aurora Police Department,Illinois,14
North Chicago Police Department,Illinois,14
North Pekin Police Department,Illinois,14
North Riverside Police Department,Illinois,14
Northbrook Police Department,Illinois,14
Northfield Police Department,Illinois,14
Northlake Police Department,Illinois,14
Oak Brook Police Department,Illinois,14
Oak Forest Police Department,Illinois,14
Oak Lawn Police Department,Illinois,14
Oak Park Police Department,Illinois,14
Oakbrook Terrace Police Department,Illinois,14
Oakland Police Department,Illinois,14
Oakwood Hills Police Department,Illinois,14
Oakwood Police Department,Illinois,14
Oblong Police Department,Illinois,14
Odin Police Department,Illinois,14
O'Fallon Police Department,Illinois,14
Oglesby Police Department,Illinois,14
Okawville Police Department,Illinois,14
Olney Police Department,Illinois,14
Olympia Fields Police Department,Illinois,14
Onarga Police Department,Illinois,14
Oregon Police Department,Illinois,14
Orland Hills Police Department,Illinois,14
Orland Park Police Department,Illinois,14
Oswego Police Department,Illinois,14
Ottawa Police Department,Illinois,14
Palatine Police Department,Illinois,14
Palestine Police Department,Illinois,14
Palos Heights Police Department,Illinois,14
Palos Hills Police Department,Illinois,14
Palos Park Police Department,Illinois,14
Pana Police Department,Illinois,14
Paris Police Department,Illinois,14
Park City Police Department,Illinois,14
Park Forest Police Department,Illinois,14
Park Ridge Police Department [12],Illinois,14
Patoka Police Department,Illinois,14
Pawnee Police Department [13],Illinois,14
Paxton Police Department,Illinois,14
Payson Police Department,Illinois,14
Pearl City Police Department,Illinois,14
Pecatonica Police Department,Illinois,14
Pekin Police Department,Illinois,14
Peoria Heights Police Department,Illinois,14
Peoria Police Department,Illinois,14
Peotone Police Department,Illinois,14
Peru Police Department,Illinois,14
Petersburg Police Department,Illinois,14
Phoenix Police Department,Illinois,14
Pinckneyville Police Department,Illinois,14
Pingree Grove Police Department,Illinois,14
Piper City Police Department,Illinois,14
Pittsfield Police Department,Illinois,14
Plainfield Police Department,Illinois,14
Plano Police Department,Illinois,14
Pleasant Hill Police Department,Illinois,14
Pleasant Plains Police Department,Illinois,14
Polo Police Department,Illinois,14
Pontiac Police Department,Illinois,14
Pontoon Beach Police Department,Illinois,14
Port Byron Police Department,Illinois,14
Posen Police Department,Illinois,14
Princeton Police Department,Illinois,14
Prophetstown Police Department,Illinois,14
Prospect Heights Police Department,Illinois,14
Quincy Police Department,Illinois,14
Rantoul Police Department,Illinois,14
Raymond Police Department,Illinois,14
Red Bud Police Department,Illinois,14
Richmond Police Department,Illinois,14
Richton Park Police Department,Illinois,14
Ridge Farm Police Department,Illinois,14
Ridgway Police Department,Illinois,14
River Forest Police Department,Illinois,14
River Grove Police Department,Illinois,14
Riverdale Police Department,Illinois,14
Riverside Police Department,Illinois,14
Riverton Police Department,Illinois,14
Robbins Police Department,Illinois,14
Robinson Police Department,Illinois,14
Rochelle Police Department,Illinois,14
Rochester Police Department,Illinois,14
Rock Falls Police Department,Illinois,14
Rock Island Police Department,Illinois,14
Rockford Police Department,Illinois,14
Rockton Police Department,Illinois,14
Rolling Meadows Police Department,Illinois,14
Romeoville Police Department,Illinois,14
Roodhouse Police Department,Illinois,14
Roscoe Police Department,Illinois,14
Roselle Police Department,Illinois,14
Rosemont Police Department,Illinois,14
Rosiclare Police Department,Illinois,14
Rossville Police Department,Illinois,14
Round Lake Beach Police Department[14],Illinois,14
Round Lake Heights Police Department,Illinois,14
Round Lake Park-Hainesville Police Department,Illinois,14
Round Lake Police Department,Illinois,14
Roxana Police Department,Illinois,14
Royal Lakes Police Department,Illinois,14
Royalton Police Department,Illinois,14
Rushville Police Department,Illinois,14
Salem Police Department,Illinois,14
San Jose Police Department,Illinois,14
Sandoval Police Department,Illinois,14
Sandwich Police Department,Illinois,14
Sauget Police Department,Illinois,14
Sauk Village Police Department,Illinois,14
Savanna Police Department,Illinois,14
Schaumburg Police Department,Illinois,14
Schiller Park Police Department,Illinois,14
Seneca Police Department,Illinois,14
Sesser Police Department,Illinois,14
Shannon Police Department,Illinois,14
Shawneetown Police Department,Illinois,14
Sheffield Police Department,Illinois,14
Shelbyville Police Department,Illinois,14
Sherman Police Department,Illinois,14
Sherrard Police Department,Illinois,14
Shiloh Police Department,Illinois,14
Shipman Police Department,Illinois,14
Shorewood Police Department,Illinois,14
Silvis Police Department,Illinois,14
Skokie Police Department,Illinois,14
Sleepy Hollow Police Department,Illinois,14
Smithton Police Department,Illinois,14
Somonauk Police Department,Illinois,14
South Beloit Police Department,Illinois,14
South Elgin Police Department,Illinois,14
South Holland Police Department,Illinois,14
South Jacksonville Police Department,Illinois,14
South Roxana Police Department,Illinois,14
Sparta Police Department,Illinois,14
Spring Valley Police Department,Illinois,14
Springfield Police Department,Illinois,14
St Charles Police Department,Illinois,14
St Elmo Police Department,Illinois,14
St Peter Police Department,Illinois,14
Staunton Police Department,Illinois,14
Steeleville Police Department,Illinois,14
Steger Police Department,Illinois,14
Sterling Police Department,Illinois,14
Stickney Police Department,Illinois,14
Stockton Police Department,Illinois,14
Stone Park Police Department,Illinois,14
Streamwood Police Department,Illinois,14
Streator Police Department,Illinois,14
Sugar Grove Police Department,Illinois,14
Sullivan Police Department,Illinois,14
Summerfield Police Department,Illinois,14
Summit Police Department,Illinois,14
Sumner Police Department,Illinois,14
Swansea Police Department,Illinois,14
Sycamore Police Department,Illinois,14
Tampico Police Department,Illinois,14
Taylorville Police Department,Illinois,14
Teutopolis Police Department,Illinois,14
Thomasboro Police Department,Illinois,14
Thomson Police Department,Illinois,14
Thornton Police Department,Illinois,14
Tilton Police Department,Illinois,14
Tinley Park Police Department,Illinois,14
Toledo Police Department,Illinois,14
Tolono Police Department,Illinois,14
Toluca Police Department,Illinois,14
